Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"OSL","SG-SIN","3429","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINOSL"
"OSL","AU-SYD","3430","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-SYDOSL"
"OSL","NZ-AUC","3431","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCOSL"
"OSL","US-SFM","3432","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFMOSL"
"OSL","US-LAR","3433","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LAROSL"
"OSL","CA-VAN","3434","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-VANOSL"
"OSL","CN-BEJ","3435","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","JP-TYO","3436","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYOOSL"
"OSL","US-CHI","3437","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","CA-TOO","3438","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-TOOOSL"
"OSL","US-SDO","3439","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOOSL"
"OSL","US-CHS","3440","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHSOSL"
"OSL","US-NYT","3441","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTOSL"
"OSL","US-WAS","3442","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-WASOSL"
"OSL","US-LAR","3443","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-LAROSL"
"OSL","US-NYC","3444","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYCOSL"
"OSL","US-WAS","3445","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASOSL"
"OSL","US-SEA","3446","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SEAOSL"
"OSL","US-SEA","3447","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SEAOSL"
"OSL","CA-VAN","3448","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-VANOSL"
"OSL","US-HNL","3449","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-HNLOSL"
"OSL","US-SDC","3450","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDCOSL"
"OSL","CN-BEJ","3451","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","US-BOI","3452","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOIOSL"
"OSL","AU-SYD","3453","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-SYDOSL"
"OSL","US-SBA","3454","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SBAOSL"
"OSL","US-NYC","3455","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYCOSL"
"OSL","US-SDC","3456","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDCOSL"
"OSL","US-NYT","3457","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTOSL"
"OSL","US-WAS","3458","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASOSL"
"OSL","US-MIA","3459","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-MIAOSL"
"OSL","US-CHS","3460","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHSOSL"
"OSL","US-SFM","3461","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMOSL"
"OSL","SG-SIM","3462","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SIMOSL"
"OSL","US-LAR","3463","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LAROSL"
"OSL","US-HNL","3464","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-HNLOSL"
"OSL","CA-VAN","3465","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-VANOSL"
"OSL","US-SDO","3466","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOOSL"
"OSL","US-SEA","3467","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SEAOSL"
"OSL","US-SFD","3468","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFDOSL"
"OSL","US-SDO","3469","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDOOSL"
"OSL","SG-SIM","3470","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMOSL"
"OSL","US-CHI","3471","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","JP-TYO","3472","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOOSL"
"OSL","ZA-CAP","3473","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYZA-CAPOSL"
"OSL","US-SFD","3474","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFDOSL"
"OSL","US-NYC","3475","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYCOSL"
"OSL","AU-BRS","3476","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-BRSOSL"
"OSL","US-SEA","3477","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SEAOSL"
"OSL","US-BOI","3478","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-BOIOSL"
"OSL","CA-TOO","3479","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-TOOOSL"
"OSL","US-WAS","3480","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-WASOSL"
"OSL","CA-TOO","3481","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-TOOOSL"
"OSL","US-CHS","3482","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHSOSL"
"OSL","CN-BEJ","3483","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJOSL"
"OSL","US-SFM","3484","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFMOSL"
"OSL","SG-SIN","3485","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SINOSL"
"OSL","US-LAR","3486","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-LAROSL"
"OSL","CA-VAN","3487","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-VANOSL"
"OSL","US-SBA","3488","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SBAOSL"
"OSL","US-CHI","3489","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHIOSL"
"OSL","US-MIA","3490","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","SG-SIN","3491","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINOSL"
"OSL","US-HNL","3492","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-HNLOSL"
"OSL","ZA-CAP","3493","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYZA-CAPOSL"
"OSL","US-NYT","3494","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-NYTOSL"
"OSL","US-SDO","3495","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SDOOSL"
"OSL","CN-BEJ","3496","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYCN-BEJOSL"
"OSL","US-WAS","3497","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-WASOSL"
"OSL","US-BOI","3498","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-BOIOSL"
"OSL","US-MIA","3499","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-MIAOSL"
"OSL","CA-TOO","3500","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCA-TOOOSL"
"OSL","CA-TOO","3501","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYCA-TOOOSL"
"OSL","US-LAR","3502","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-LAROSL"
"OSL","US-MIA","3503","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-MIAOSL"
"OSL","NZ-AUC","3504","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","MLY","28.0","2.0","2.0","APPMLYNZ-AUCOSL"
"OSL","US-SFM","3505","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SFMOSL"
"OSL","US-WAS","3506","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-WASOSL"
"OSL","ZA-CAP","3507","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYZA-CAPOSL"
"OSL","US-LAR","3508","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-LAROSL"
"OSL","US-SFD","3509","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SFDOSL"
"OSL","US-SDC","3510","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SDCOSL"
"OSL","JP-TYO","3511","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYJP-TYOOSL"
"OSL","JP-TYO","3512","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYJP-TYOOSL"
"OSL","US-SFM","3513","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SFMOSL"
"OSL","US-SEA","3514","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SEAOSL"
"OSL","US-NYT","3515","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-NYTOSL"
"OSL","CA-VAN","3516","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYCA-VANOSL"
"OSL","US-SFM","3517","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SFMOSL"
"OSL","SG-SIN","3518","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYSG-SINOSL"
"OSL","SG-SIN","3519","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYSG-SINOSL"
"OSL","CN-BEJ","3520","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYCN-BEJOSL"
"OSL","US-SFM","3521","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SFMOSL"
"OSL","CN-BEJ","3522","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCN-BEJOSL"
"OSL","US-HNL","3523","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-HNLOSL"
"OSL","US-SDC","3524","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SDCOSL"
"OSL","CA-VAN","3525","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYCA-VANOSL"
"OSL","US-SBA","3526","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SBAOSL"
"OSL","SG-SIM","3527","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYSG-SIMOSL"
"OSL","US-SDO","3528","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SDOOSL"
"OSL","US-LAR","3529","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-LAROSL"
"OSL","US-SBA","3530","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SBAOSL"
"OSL","CN-BEJ","3531","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYCN-BEJOSL"
"OSL","US-SBA","3532","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SBAOSL"
"OSL","AU-SYD","3533","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYAU-SYDOSL"
"OSL","US-SFM","3534","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SFMOSL"
"OSL","US-SDC","3535","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SDCOSL"
"OSL","ZA-CAP","3536","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYZA-CAPOSL"
"OSL","CA-TOO","3537","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYCA-TOOOSL"
"OSL","JP-TYO","3538","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYJP-TYOOSL"
"OSL","JP-TYO","3539","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYJP-TYOOSL"
"OSL","US-WAS","3540","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-WASOSL"
"OSL","US-NYC","3541","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-NYCOSL"
"OSL","US-SFD","3542","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SFDOSL"
"OSL","US-SFM","3543","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SFMOSL"
"OSL","US-NYC","3544","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-NYCOSL"
"OSL","CA-TOO","3545","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYCA-TOOOSL"
"OSL","US-LAR","3546","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-LAROSL"
"OSL","AU-SYD","3547","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","MLY","28.0","2.0","2.0","APPMLYAU-SYDOSL"
"OSL","JP-TYO","3548","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYJP-TYOOSL"
"OSL","SG-SIM","3549","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYSG-SIMOSL"
"OSL","US-CHI","3550","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-CHIOSL"
"OSL","ZA-CAP","3551","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYZA-CAPOSL"
"OSL","US-SDC","3552","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SDCOSL"
"OSL","SG-SIM","3553","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYSG-SIMOSL"
"OSL","US-WAS","3554","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-WASOSL"
"OSL","JP-TYO","3555","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYJP-TYOOSL"
"OSL","US-NYC","3556","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-NYCOSL"
"OSL","US-WAS","3557","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-WASOSL"
"OSL","US-BOI","3558","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-BOIOSL"
"OSL","NZ-AUC","3559","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYNZ-AUCOSL"
"OSL","US-SDO","3560","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SDOOSL"
"OSL","US-CHS","3561","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-CHSOSL"
"OSL","US-BOI","3562","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-BOIOSL"
"OSL","AU-SYD","3563","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","MLY","28.0","2.0","2.0","APPMLYAU-SYDOSL"
"OSL","US-NYT","3564","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-NYTOSL"
"OSL","US-CHI","3565","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-CHIOSL"
"OSL","US-NYT","3566","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-NYTOSL"
"OSL","US-SEA","3567","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SEAOSL"
"OSL","US-CHI","3568","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-CHIOSL"
"OSL","US-SDO","3569","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SDOOSL"
"OSL","CA-TOO","3570","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCA-TOOOSL"
"OSL","US-NYC","3571","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-NYCOSL"
"OSL","US-SEA","3572","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SEAOSL"
"OSL","SG-SIM","3573","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYSG-SIMOSL"
"OSL","US-SBA","3574","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SBAOSL"
"OSL","US-NYT","3575","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-NYTOSL"
"OSL","US-LAR","3576","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-LAROSL"
"OSL","US-WAS","3577","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-WASOSL"
"OSL","US-BOI","3578","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-BOIOSL"
"OSL","SG-SIN","3579","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYSG-SINOSL"
"OSL","CN-BEJ","3580","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCN-BEJOSL"
"OSL","US-SFM","3581","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SFMOSL"
"OSL","US-SFM","3582","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-SFMOSL"
"OSL","US-SEA","3583","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SEAOSL"
"OSL","US-HNL","3584","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-HNLOSL"
"OSL","US-NYC","3585","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-NYCOSL"
"OSL","US-WAS","3586","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-WASOSL"
"OSL","CA-TOO","3587","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYCA-TOOOSL"
"OSL","US-CHI","3588","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-CHIOSL"
"OSL","US-MIA","3589","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-MIAOSL"
"OSL","US-SDC","3590","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SDCOSL"
"OSL","CA-VAN","3591","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYCA-VANOSL"
"OSL","US-CHS","3592","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-CHSOSL"
"OSL","US-SFD","3593","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SFDOSL"
"OSL","US-SDC","3594","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SDCOSL"
"OSL","CA-VAN","3595","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYCA-VANOSL"
"OSL","CA-TOO","3596","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCA-TOOOSL"
"OSL","US-SDC","3597","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-SDCOSL"
"OSL","JP-TYO","3598","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYJP-TYOOSL"
"OSL","CA-VAN","3599","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYCA-VANOSL"
"OSL","AU-SYD","3600","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","MLY","28.0","2.0","2.0","APPMLYAU-SYDOSL"
"OSL","AU-BRS","3601","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","MLY","28.0","2.0","2.0","APPMLYAU-BRSOSL"
"OSL","US-BOI","3602","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-BOIOSL"
"OSL","CA-VAN","3603","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYCA-VANOSL"
"OSL","US-LAR","3604","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-LAROSL"
"OSL","US-SFD","3605","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SFDOSL"
"OSL","US-WAS","3606","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","MLY","31.0","8.0","8.0","APPMLYUS-WASOSL"
"OSL","US-SBA","3607","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-SBAOSL"
"OSL","US-SDC","3608","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","MLY","14.0","1.0","13.0","APPMLYUS-SDCOSL"
"OSL","AU-BRS","3609","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","MLY","31.0","12.0","12.0","APPMLYAU-BRSOSL"
"OSL","US-WAS","3610","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","MLY","11.0","12.0","12.0","APPMLYUS-WASOSL"
"OSL","US-WAS","3611","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","MLY","31.0","5.0","5.0","APPMLYUS-WASOSL"
